Tên sản phẩm,Danh Mục,Thương hiệu,JSON Attributes,Link Shop,Giá
Quần bò nam màu xám khói KRIK dáng Cargo túi hộp cá tính năng động vải bò mềm form rộng thoải mái KR06,Quần jeans,KRIK,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""KRIK"",""Chất liệu"":""Denim Wash mềm"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Utilitarian, Năng động"",""Mẫu"":""Túi hộp (Cargo) / Wash khói"",""Mùa"":""Bốn mùa"",""Tính năng"":""Nhiều túi tiện lợi, vải mềm"",""Hoàn cảnh"":""Dã ngoại, Streetstyle"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Cúc cài"",""Kiểu quần"":""Quần túi hộp (Cargo Jeans)"",""Rất lớn"":""Có""}",null,499.000 đ
Quần Jeans Nam JBAGY Ống Loe Bootcut Cổ Điển Wash Nhẹ Vải Bò Dày Dặn Form Chuẩn JB08,Quần jeans,JBAGY,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""JBAGY"",""Chất liệu"":""Denim pha thun co giãn nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Retro, Cổ điển"",""Mẫu"":""Ống loe xước nhẹ"",""Mùa"":""Bốn mùa"",""Tính năng"":""Tôn dáng, phong cách độc đáo"",""Hoàn cảnh"":""Party, Trình diễn, Chụp hình"",""Chiều dài quần"":""Dài chấm gót"",""Kiểu nút"":""Khóa kéo"",""Kiểu quần"":""Ống loe (Bootcut)""}",null,410.000 đ
Quần Bò Nam JBAGY Acid Wash Jeans Hiệu Ứng Loang Màu Streetwear Bụi Bặm JB11,Quần jeans,JBAGY,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""JBAGY"",""Chất liệu"":""Denim 100% Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Grunge, Bụi bặm"",""Mẫu"":""Acid Wash (Loang màu)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Màu sắc độc bản, không đụng hàng"",""Hoàn cảnh"":""Đi chơi, Concert âm nhạc"",""Chiều dài quần"":""Dài vừa phải"",""Kiểu nút"":""Cúc cài"",""Kiểu quần"":""Ống suông""}",null,520.000 đ
Quần bò nam BOO dáng đứng basic màu xanh đậm thêu logo Y2K phong cách đường phố nam nữ mặc đẹp BOO-J01,Quần jeans,BOO,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""BOO"",""Chất liệu"":""Denim truyền thống"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Y2K, Đường phố"",""Mẫu"":""Thêu Logo"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, bền bỉ"",""Hoàn cảnh"":""Gặp gỡ bạn bè, Đi học"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Khóa kéo"",""Kiểu quần"":""Ống đứng (Regular Fit)""}",null,550.000 đ
Quần Jeans Nam BOO Dáng Skinny Fit Ôm Sát Tôn Dáng Vải Bò Xước Phá Cách Cao Cấp BOO-J02,Quần jeans,BOO,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""BOO"",""Chất liệu"":""Denim siêu co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Ôm sát"",""Mẫu"":""Xước xé nhẹ"",""Mùa"":""Bốn mùa"",""Tính năng"":""Ôm sát cơ thể, co giãn cực mạnh"",""Hoàn cảnh"":""Đi bar, Club, Dạo phố"",""Chiều dài quần"":""Ngang mắt cá chân"",""Kiểu nút"":""Khóa kéo và cúc gài"",""Kiểu quần"":""Dáng bó (Skinny Fit)""}",null,580.000 đ
Quần jeans nam Adidas phong cách thể thao năng động vải denim co giãn thoải mái vận động dạo phố,Quần jeans,Adidas,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Denim pha thun co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mùa"":""Bốn mùa"",""Tính năng"":""Bền bỉ, co giãn tốt"",""Hoàn cảnh"":""Mặc hàng ngày, Đi chơi"",""Chiều dài quần"":""Dài vừa vặn"",""Kiểu nút"":""Khóa kéo và cúc gài"",""Kiểu quần"":""Ống đứng (Regular Fit)""}",null,850.000 đ
Quần Jeans Adidas Originals Streetwear Wash Đen Bụi Bặm Nam Nữ Unisex AD-J02,Quần jeans,Adidas,"{""Danh Mục"":""Quần jeans"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Denim thô"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Cá tính"",""Mẫu"":""Wash đen khói, in logo dập nổi"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, cá tính mạnh"",""Hoàn cảnh"":""Đi dạo phố, Sự kiện thời trang"",""Chiều dài quần"":""Dài qua mắt cá"",""Kiểu nút"":""Cúc kim loại"",""Kiểu quần"":""Ống rộng (Wide Leg)""}",null,1.250.000 đ
Quần jogger nam Coolmate nỉ cotton co giãn nhẹ tập gym chạy bộ mặc nhà thoải mái,Quần jogger,Coolmate,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Nỉ cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Thường ngày"",""Mẫu"":""Trơn"",""Mùa"":""Thu Đông"",""Tính năng"":""Co giãn tốt, giữ ấm nhẹ"",""Hoàn cảnh"":""Mặc nhà, Chạy bộ"",""Chiều dài quần"":""Dài bo gấu"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Jogger""}",null,299.000 đ
Quần Jogger Nam Coolmate Vải Gió Trượt Nước Siêu Nhẹ Thể Thao CM-JG01,Quần jogger,Coolmate,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Vải gió (Polyester)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao"",""Mẫu"":""Trơn basic"",""Mùa"":""Bốn mùa"",""Tính năng"":""Trượt nước, siêu nhẹ, cản gió"",""Hoàn cảnh"":""Tập Gym, Thể thao ngoài trời"",""Chiều dài quần"":""Dài bo gấu"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Jogger dù""}",null,350.000 đ
Coolmate Essential Jogger Pants Quần Nỉ Bo Gấu Dáng Basic Cho Nam Nữ,Quần jogger,Coolmate,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Nỉ da cá"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Minimalist, Unisex"",""Mẫu"":""Trơn"",""Mùa"":""Thu Đông"",""Tính năng"":""Đứng form, thấm hút mồ hôi"",""Hoàn cảnh"":""Dạo phố, Mặc hàng ngày"",""Chiều dài quần"":""Dài vừa vặn"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Jogger nỉ""}",null,320.000 đ
Quần jogger túi hộp nam Coolmate vải kaki co giãn túi zipper tiện lợi năng động,Quần jogger,Coolmate,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Kaki thun"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Năng động, Khỏe khoắn"",""Mẫu"":""Túi hộp (Cargo)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Chứa nhiều đồ, co giãn 4 chiều"",""Hoàn cảnh"":""Đi phượt, Dã ngoại"",""Chiều dài quần"":""Dài bo chun"",""Kiểu nút"":""Cúc cài và cạp chun"",""Kiểu quần"":""Cargo Jogger""}",null,420.000 đ
Quần jogger nam GUZADO thể thao ống bo chun vải thun lạnh cản gió mặc tập gym chạy bộ,Quần jogger,GUZADO,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Thun lạnh"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao chuyên dụng"",""Mẫu"":""Trơn viền sọc"",""Mùa"":""Mùa hè, Mùa thu"",""Tính năng"":""Làm mát, khô nhanh"",""Hoàn cảnh"":""Tập thể hình, Chạy bộ"",""Chiều dài quần"":""Dài ôm nhẹ"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Jogger thể thao""}",null,250.000 đ
Quần Jogger Thể Thao Nam GUZADO Siêu Nhẹ Nhanh Khô Kháng Khuẩn GZ-J99,Quần jogger,GUZADO,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Poly Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""In logo phản quang"",""Mùa"":""Bốn mùa"",""Tính năng"":""Kháng khuẩn, siêu nhẹ"",""Hoàn cảnh"":""Đạp xe, Workout"",""Chiều dài quần"":""Dài bo gấu"",""Kiểu nút"":""Cạp chun tàng hình"",""Kiểu quần"":""Jogger""}",null,280.000 đ
GUZADO Activewear Jogger Vải Poly Spandex Lỗ Thoáng Khí Cao Cấp,Quần jogger,GUZADO,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Spandex lưới"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Activewear"",""Mẫu"":""Phối dải lưới"",""Mùa"":""Mùa hè"",""Tính năng"":""Siêu thoáng khí, thoát nhiệt"",""Hoàn cảnh"":""Tập cường độ cao"",""Chiều dài quần"":""Dài bo chun"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Jogger Slimfit""}",null,310.000 đ
Quần jogger kaki nam GUZADO ống ôm dáng slimfit tôn dáng đi chơi dạo phố cực ngầu,Quần jogger,GUZADO,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Kaki co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Cá tính"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Tôn dáng, bền bỉ"",""Hoàn cảnh"":""Đi chơi, Cafe"",""Chiều dài quần"":""Ngang mắt cá bo gấu"",""Kiểu nút"":""Cạp chun sau, khóa kéo trước"",""Kiểu quần"":""Jogger Kaki""}",null,350.000 đ
Quần jogger nam CANIFA vải nỉ da cá dày dặn giữ ấm mùa đông mặc nhà đi dạo,Quần jogger,CANIFA,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Nỉ da cá (French Terry)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Ấm áp"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ ấm, dày dặn"",""Hoàn cảnh"":""Mặc nhà, Dạo phố mùa đông"",""Chiều dài quần"":""Dài bo gấu"",""Kiểu nút"":""Cạp chun dây rút to bản"",""Kiểu quần"":""Jogger nỉ""}",null,399.000 đ
Quần Jogger Nam CANIFA Basic Cạp Chun Dây Rút Mềm Mại CNF-J05,Quần jogger,CANIFA,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Cotton pha"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thường ngày, Tối giản"",""Mẫu"":""Trơn basic"",""Mùa"":""Thu Đông"",""Tính năng"":""Mềm mại, thân thiện với da"",""Hoàn cảnh"":""Mặc lót, Mặc ngủ"",""Chiều dài quần"":""Dài vừa vặn"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Jogger""}",null,350.000 đ
CANIFA Daily Jogger Pants Dáng Regular Tối Giản Dễ Phối Đồ,Quần jogger,CANIFA,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Kaki thun mỏng"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Minimalist"",""Mẫu"":""Màu trơn trung tính"",""Mùa"":""Bốn mùa"",""Tính năng"":""Dễ phối đồ, không bai dão"",""Hoàn cảnh"":""Đi học, Đi làm tự do"",""Chiều dài quần"":""Dài bo chun nhẹ"",""Kiểu nút"":""Cạp chun giấu dây"",""Kiểu quần"":""Jogger Regular Fit""}",null,420.000 đ
Quần jogger thun nam CANIFA co giãn 4 chiều màu ghi xám trung tính phong cách basic,Quần jogger,CANIFA,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Thun Cotton co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Năng động"",""Mẫu"":""Màu ghi xám trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Co giãn 4 chiều tuyệt đối"",""Hoàn cảnh"":""Thể dục buổi sáng, Mặc nhà"",""Chiều dài quần"":""Dài bo ống"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Jogger thun""}",null,299.000 đ
Quần jogger nam DIRTYCOINS ống rộng túi hộp hầm hố phong cách streetwear bụi bặm,Quần jogger,DIRTYCOINS,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Kaki thô định lượng cao"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Hầm hố"",""Mẫu"":""Nhiều túi (Túi hộp Cargo)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Form rộng cá tính, bền chắc"",""Hoàn cảnh"":""Đi quẩy, Sự kiện Hip-hop"",""Chiều dài quần"":""Dài rộng bo gấu"",""Kiểu nút"":""Cạp chun khóa bấm"",""Kiểu quần"":""Cargo Jogger"",""Rất lớn"":""Có""}",null,550.000 đ
Quần Jogger DIRTYCOINS In Logo Monogram Trẻ Trung Năng Động DC-J08,Quần jogger,DIRTYCOINS,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Nỉ Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trendy, Đường phố"",""Mẫu"":""In Monogram toàn quần"",""Mùa"":""Thu Đông"",""Tính năng"":""Họa tiết sắc nét, nổi bật"",""Hoàn cảnh"":""Dạo phố, Chụp ảnh OOTD"",""Chiều dài quần"":""Dài bo gấu"",""Kiểu nút"":""Cạp chun dây rút bọc kim loại"",""Kiểu quần"":""Jogger nỉ""}",null,480.000 đ
DIRTYCOINS Y2K Parachute Jogger Quần Dù Bo Gấu Rút Dây Phá Cách,Quần jogger,DIRTYCOINS,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Vải dù Parachute"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Y2K, Phá cách"",""Mẫu"":""Gấu rút dây stopper"",""Mùa"":""Bốn mùa"",""Tính năng"":""Rộng rãi, cản gió, nhẹ"",""Hoàn cảnh"":""Đi chơi, Lên đồ tiệc tùng"",""Chiều dài quần"":""Dài thụng"",""Kiểu nút"":""Cạp chun rút dây stopper"",""Kiểu quần"":""Parachute Pants (Dù dù)""}",null,520.000 đ
Quần jogger nỉ DIRTYCOINS form rộng nam nữ unisex mặc đôi dạo phố chụp ảnh,Quần jogger,DIRTYCOINS,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Nỉ bông (Fleece)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Unisex, Trẻ trung"",""Mẫu"":""In graphic ống quần"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ nhiệt, đứng form"",""Hoàn cảnh"":""Mặc đôi, Đi chơi"",""Chiều dài quần"":""Dài bo chun"",""Kiểu nút"":""Cạp chun to bản"",""Kiểu quần"":""Jogger Oversize""}",null,450.000 đ
Quần jogger nam HEYMAN lót lông cừu siêu ấm mùa đông đại hàn cản gió tốt,Quần jogger,HEYMAN,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Vải gió lót lông cừu"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Ấm áp, Tiện lợi"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Chống rét đậm, cản gió 100%"",""Hoàn cảnh"":""Đi xe máy mùa đông, Đi đường dài"",""Chiều dài quần"":""Dài bo gấu khít"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Jogger lót lông""}",null,450.000 đ
Quần Jogger Nam HEYMAN Nỉ Chân Cua Thoáng Khí Dáng Rộng Thoải Mái HM-J02,Quần jogger,HEYMAN,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Nỉ chân cua"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Thoải mái"",""Mẫu"":""Trơn xước nhẹ"",""Mùa"":""Thu Đông"",""Tính năng"":""Thoáng khí, không xù lông"",""Hoàn cảnh"":""Mặc nhà, Đi học"",""Chiều dài quần"":""Dài rộng bo chun"",""Kiểu nút"":""Cạp chun dây rút tròn"",""Kiểu quần"":""Jogger nỉ""}",null,350.000 đ
HEYMAN Minimalist Sweatpants Quần Jogger Nỉ Trơn Basic Nam Nữ,Quần jogger,HEYMAN,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Nỉ Cotton pha"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Minimalist, Cơ bản"",""Mẫu"":""Màu be trơn"",""Mùa"":""Thu Đông"",""Tính năng"":""Dễ phối đồ, mềm nhẹ"",""Hoàn cảnh"":""Đi dạo, Mặc hàng ngày"",""Chiều dài quần"":""Dài vừa vặn"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Sweatpants (Jogger)""}",null,290.000 đ
Quần jogger kaki túi chéo HEYMAN phong cách Hàn Quốc trẻ trung đi học đi chơi,Quần jogger,HEYMAN,"{""Danh Mục"":""Quần jogger"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Kaki co giãn nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Thanh lịch"",""Mẫu"":""Túi chéo sâu"",""Mùa"":""Bốn mùa"",""Tính năng"":""Lên form chuẩn, tôn chân"",""Hoàn cảnh"":""Đi học, Cafe"",""Chiều dài quần"":""Trên mắt cá chân bo gấu"",""Kiểu nút"":""Khóa kéo và cạp chun nửa sau"",""Kiểu quần"":""Jogger Kaki""}",null,380.000 đ
Quần kaki nam ARISTINO dáng ôm slimfit công sở cao cấp co giãn nhẹ không nhăn thanh lịch,Quần kaki,ARISTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARISTINO"",""Chất liệu"":""Kaki thun"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Lịch lãm"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Không nhăn, đứng nếp"",""Hoàn cảnh"":""Đi làm, Gặp đối tác"",""Chiều dài quần"":""Ngang mắt cá chân"",""Kiểu nút"":""Khóa kéo và cúc cài"",""Kiểu quần"":""Slimfit""}",null,650.000 đ
Quần Kaki Nam ARISTINO Premium Cotton Chống Bám Bụi Form Suông Đứng Dáng AK-01,Quần kaki,ARISTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARISTINO"",""Chất liệu"":""Premium Cotton Khaki"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Smart Casual"",""Mẫu"":""Trơn basic"",""Mùa"":""Bốn mùa"",""Tính năng"":""Chống bám bụi, mềm mại"",""Hoàn cảnh"":""Sự kiện, Đi làm"",""Chiều dài quần"":""Dài phủ gót"",""Kiểu nút"":""Cúc nhựa cao cấp"",""Kiểu quần"":""Ống suông (Straight)""}",null,720.000 đ
Quần Kaki ARISTINO Smart Casual Trousers Dáng Chinos Lịch Lãm Cho Nam,Quần kaki,ARISTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARISTINO"",""Chất liệu"":""Kaki pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Smart Casual"",""Mẫu"":""Trơn viền túi"",""Mùa"":""Bốn mùa"",""Tính năng"":""Co giãn 4 chiều, giữ form"",""Hoàn cảnh"":""Dạo phố, Cafe, Giao tiếp"",""Chiều dài quần"":""Dài vừa vặn"",""Kiểu nút"":""Khóa kéo"",""Kiểu quần"":""Chinos""}",null,690.000 đ
Quần kaki nam ống đứng ARISTINO màu be basic dễ phối đồ mặc đi làm đi chơi thoải mái AK-02,Quần kaki,ARISTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARISTINO"",""Chất liệu"":""Kaki Cotton 100%"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Tối giản"",""Mẫu"":""Màu trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thoáng mát, thấm hút mồ hôi"",""Hoàn cảnh"":""Mặc hàng ngày, Đi làm"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Cúc cài và khóa kéo"",""Kiểu quần"":""Ống đứng (Regular)""}",null,550.000 đ
Quần kaki nam túi hộp ARMCEO ống rộng phong cách thể thao đường phố năng động vải dày dặn,Quần kaki,ARMCEO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARMCEO"",""Chất liệu"":""Kaki thô dày"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Thể thao"",""Mẫu"":""Nhiều túi (Túi hộp)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Bền bỉ, chịu ma sát tốt"",""Hoàn cảnh"":""Đi phượt, Dã ngoại, Dạo phố"",""Chiều dài quần"":""Dài rộng"",""Kiểu nút"":""Cúc cài kim loại"",""Kiểu quần"":""Cargo Pants (Túi hộp)""}",null,480.000 đ
Quần Kaki Jogger Nam ARMCEO Bo Chun Năng Động Dễ Vận Động AM-K05,Quần kaki,ARMCEO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARMCEO"",""Chất liệu"":""Kaki thun co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Năng động, Trẻ trung"",""Mẫu"":""Trơn bo gấu"",""Mùa"":""Thu Đông"",""Tính năng"":""Co giãn tốt, tiện lợi"",""Hoàn cảnh"":""Đi dạo, Thể thao nhẹ"",""Chiều dài quần"":""Dài túm ống"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Jogger"",""Rất lớn"":""Có""}",null,390.000 đ
Quần Kaki ARMCEO Utility Cargo Pants Túi Hộp Đa Năng Streetwear Form Rộng,Quần kaki,ARMCEO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARMCEO"",""Chất liệu"":""Kaki Canvas"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Utilitarian, Đường phố"",""Mẫu"":""Túi hộp đa năng"",""Mùa"":""Bốn mùa"",""Tính năng"":""Chứa được nhiều đồ, form cứng cáp"",""Hoàn cảnh"":""Sự kiện ngoài trời, Đi chơi"",""Chiều dài quần"":""Dài qua mắt cá"",""Kiểu nút"":""Khóa kéo và cúc bấm"",""Kiểu quần"":""Ống rộng (Wide Leg)""}",null,520.000 đ
Quần Kaki Nam ARMCEO Ống Suông Basic Vải Kaki Thô Đứng Form AM-K09,Quần kaki,ARMCEO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ARMCEO"",""Chất liệu"":""Kaki thô"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Khỏe khoắn"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Bền màu, dễ giặt ủi"",""Hoàn cảnh"":""Mặc hàng ngày, Đi làm"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Khóa kéo"",""Kiểu quần"":""Ống suông""}",null,420.000 đ
Quần kaki nam ATRASTINO cao cấp dáng tây âu lịch lãm vải chống nhăn tôn dáng mặc dự tiệc,Quần kaki,ATRASTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Kaki pha Wool"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sang trọng, Đẳng cấp"",""Mẫu"":""Trơn cao cấp"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mặt vải mịn, chống nhăn tuyệt đối"",""Hoàn cảnh"":""Dự tiệc, Sự kiện trang trọng"",""Chiều dài quần"":""Dài chạm giày"",""Kiểu nút"":""Móc gài tàng hình"",""Kiểu quần"":""Slimfit (Dáng âu)""}",null,950.000 đ
Quần Kaki Nam ATRASTINO Dáng Chinos Slimfit Vải Nano Mát Lạnh Mùa Hè ATK-99,Quần kaki,ATRASTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Kaki Nano"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Smart Casual"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Làm mát, kháng khuẩn"",""Hoàn cảnh"":""Họp mặt, Gặp khách hàng"",""Chiều dài quần"":""Ngang mắt cá"",""Kiểu nút"":""Cúc gài"",""Kiểu quần"":""Chinos""}",null,820.000 đ
Quần Kaki ATRASTINO Tailored Khaki Trousers Phong Cách Sartorial Sang Trọng,Quần kaki,ATRASTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Cotton Khaki định lượng cao"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sartorial, Cổ điển"",""Mẫu"":""Sidetab đai sườn"",""Mùa"":""Thu Đông"",""Tính năng"":""Cạp điều chỉnh thông minh"",""Hoàn cảnh"":""Lễ cưới, Event VIP"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Đai cài Sidetab, Khóa kéo"",""Kiểu quần"":""Tailored Fit""}",null,1.150.000 đ
Quần kaki công sở nam ATRASTINO màu ghi xám xếp ly trước thanh lịch ATK-88,Quần kaki,ATRASTINO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Kaki pha Rayon"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở cổ điển"",""Mẫu"":""Xếp ly (Pleated)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Tạo độ phồng nhẹ, thoải mái vùng hông"",""Hoàn cảnh"":""Văn phòng, Ký kết hợp đồng"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Cúc nhựa dập logo"",""Kiểu quần"":""Regular Fit xếp ly""}",null,890.000 đ
Quần kaki nam AVANCOMAN ống suông rộng phong cách Hàn Quốc trẻ trung dễ phối đồ dạo phố,Quần kaki,AVANCOMAN,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Kaki mềm"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Trẻ trung"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè, Mùa thu"",""Tính năng"":""Rộng rãi, dễ vận động"",""Hoàn cảnh"":""Dạo phố, Cafe, Đi học"",""Chiều dài quần"":""Dài phủ gót"",""Kiểu nút"":""Khóa kéo YKK"",""Kiểu quần"":""Ống suông rộng""}",null,380.000 đ
Quần Kaki Nam AVANCOMAN Cạp Chun Ẩn Vải Tuyết Mưa Mềm Mịn Đứng Dáng AV-K01,Quần kaki,AVANCOMAN,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Kaki pha tuyết mưa"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Tối giản"",""Mẫu"":""Trơn basic"",""Mùa"":""Bốn mùa"",""Tính năng"":""Cạp chun thoải mái vòng bụng"",""Hoàn cảnh"":""Đi làm, Đi chơi"",""Chiều dài quần"":""Ngang mắt cá"",""Kiểu nút"":""Cạp chun sau, khóa kéo trước"",""Kiểu quần"":""Baggy""}",null,350.000 đ
